apk_name,battery-status,camera,contacts,device,dialogs,file,geolocation,globalization,inappbrowser,media,media-capture,network-information,splashscreen,statusbar,vibration
51,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
53,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
55,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
56,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
57,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
58,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0
59,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
6,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
60,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
61,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
62,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
63,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
64,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
65,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
66,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
68,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
7,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
76,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
78,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
81,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
82,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
83,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
84,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
85,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
87,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
88,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
89,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
9,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
90,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
92,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
94,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
95,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
96,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
97,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
98,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
99,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Almariah Cinema,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Animal Puzzles_1.8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
Apothekerbank_1.2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
Ärztebanking_2.0.0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
BLBV3Mobile,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
Bau Magazine_1.3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bechlwirt_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BorusanPortMobile_1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camping Corones_0.1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Camping Mals_0.0.24,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
DeliciousXiamen,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Dinosaur Puzzles_1.8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
Dukagjini Player_1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EBTR_1.2.171,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Eggalmbahnen_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Erlebnishotel Engel_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Erlebnishotel Waltershof_0.0.41,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Erlebnishotel Waltershof_0.0.41(1),0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Fergusons And Canterbury Toyota_4.0.0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
Ferienregion TirolWest_1.27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Ferienregion Vinschgau_1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Fisheries_1.7,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
Gulf Western_1.0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFAB_4.0.143,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
Hotel Diamant_0.0.24,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Hotel Seefelderhof_0.0.8,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Hotel Sonnblick_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Hotel Tyrol_0.0.3,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Hotel Zirm_0.0.8,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
IMMO-BANK_2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
IVV Val Gardena - Gröden_1.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
KAC Check-In_1.4.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1
KGRSystems.iLearnPad.ryanki1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Kids Christmas Puzzles_1.9.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
KursKoffer_1.0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
La Pineta Hotel Restaurant_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Landhotel Latscherhof_0.0.41,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Linz_1.0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LiveBANK_1.0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
Marlena - Juliane_0.0.2,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
Music Puzzle_1.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
Ortlerspitz_0.1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Ökoprofi_1.1.6,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0
Pederü Berggasthaus_0.1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Pension Sachsalber_0.0.24,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
PointDanger_1.0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Poolpflege_2.0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Post am See_1.1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Quellenhof deluxe_0.0.9,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Quick BPMN 2.0_1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SPORT 2000 engelbert_0.1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Sailer Kinderhotel_0.0.9,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Santa Rosa en Tu Mano_0.10.23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Schaller Hof Hotel_0.0.9,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Seehotel Reschen_0.0.41,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Sittnerhof-Saxifraga_0.1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Skischool Seiser Alm_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Soraiser Garni Residence_1.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Sparda-Bank_2.1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
Sport Hotel exclusive_0.0.2,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
Sportalm Gerlos_0.0.24,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Sportalm Pitztal_1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Steinbach - Lifestyle_2.0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
TMC_2.1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tectaloy AU_1.0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unterstell Seilbahn_0.0.9,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Viaclaudia_1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Villa Stella Residence_0.0.3,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
Waldcamping Naturns_1.1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Warringa Park School_4.0.0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
Wasser_1.1.1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0
What's Pixelated_1.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
XXXI FAC_1.1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Xander Sporthotel_0.0.8,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
ac.defib.mobile,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
air.com.KickstandTech.MotorcycleWeather,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ang.barcelonaturisme.barcelonarestaurants,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
animalSounds.pack,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
ant.js.assas,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
anusha.teleman.healthylife,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.columbird.se.eskilstunainnerstad,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
app.columbird.se.eskilstunataxi,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
app.columbird.se.gobowl,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
app.devteam.animalsoundslite,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.devteam.babyanimalpuzzlelite,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
app.devteam.babychristmaspuzzle,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
app.fairwallet,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
app.frontull.ehevorbereitung,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.id_077723f25bf8475e8a0eb8a19438f879,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
app.id_0ce12cb6a87f4850bff98c90a0c793e6,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0
app.id_52441e78fc2845c7849250635d9421e7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
app.id_df3851c64dc64001a2ddc130894c2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
app.islamic.sex.education.ads,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.littlemore,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.lukkin.com,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.mood.ferretotal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.mq.yourmoney,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
app.nextCoolEvent,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
app.radiocityfm.com,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.radiofiestafm.com.ar,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
app.rawi.android,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
app.sse,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
app.todojujuy.com,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
appinventor.ai_p_tuttoilmondo.Fools,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
appnjoy.tippyeng,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
ar.com.aeoninfinity.vinomanos,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
ar.com.novil.apsa2013,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
ar.com.novil.expo,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
ar.com.novil.fac2013,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
ar.com.novil.medint2013,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
ar.com.novil.sac2013,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ar.com.novil.sad2013,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ar.com.novil.sage2012,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
ar.com.recursiva.appgro,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
ar.com.tecnogestion.tizado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ar.gob.buenosaires.reclamos,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0
arabcode.com.adabinajran,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
army.mil,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
artiic.euroTweets2012,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
ashbal.alferdos,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
asis.qatar,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
ask.men,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
asortedwallpapers.pack,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
astro.com,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
at.aerztebank.aerztebankmobile,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
at.apobank.apobankmobile,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
at.appcompany.grander,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.appcompany.yachtcharter,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.asfinag.unterwegs,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0
at.austrosoft.t4me.MB_Hansafunk,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1
at.austrosoft.t4me.MB_RTC,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1
at.cmd.palmeapp,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
at.eat_art.eat_art_app,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.frogue.mobilebikediary,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.adler_dolomiti,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.aktivhotel_waldhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.almhotel_glieshof,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
at.generalsolutions.contwise.maps.alpenwelt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.baumwirt,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.bechlwirt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.bel_vert,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_adler,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_corones,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_kiefernhain,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_mals,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_oetztal,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_saegemuehle,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_seiser_alm,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_soelden,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.camping_toni,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.caravanpark_tennsee,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.egerthof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.eggalmbahnen_panorama,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.emmy_saltria_hotel,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.erlebnishotel_engel,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.erlebnishotel_sonnalp,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.excelsior,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.familienhotel_tyrol,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.feldmessner,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.ferienanlage_reithof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.ferienhof_aparthotel,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.gasthof_schoepf,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.gerlosstein_hotel,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.going_sport,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
at.generalsolutions.contwise.maps.grien_hotel,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.grissianerhof,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.gruener_alpengasthof,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.gufler,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.himmelreich_sardis,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hoppet,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_alia,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_alpenheim,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_alpina,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.hotel_am_park,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_central_gerlos,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_elisabeth_soelden,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_elite_seefeld,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_gasthof_zugspitze,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_genziana,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_interski,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_kristall,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_lamm,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_maria_theresia,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_mehrhauser,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.hotel_miravalle,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.hotel_panorama,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_paradies,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_roessl,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_rudolf,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_seefelderhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_tyrol,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_watles,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.hotel_zirmerhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.ivv,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.johannis_stroblhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.kastellatz,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
at.generalsolutions.contwise.maps.kaysers_tirolresort,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.landhotel_latscherhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.marlene_juliane,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.mauracherhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.monte_paraccia,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.muliac,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.ortlerspitz,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.pachmairhof_komfort_pension,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.pederue_berggasthof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.pension_sachsalber,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.pineta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.post_am_see,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
at.generalsolutions.contwise.maps.quellenhof_deluxe,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.sailer_kinderhotel,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.sattlerenglhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.schallerhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.seehotel_reschen,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.seilbahn_untersell,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.sittnerhof,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.ski_seiser_alm,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.sonnblick,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.soraiser_garni_residence,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.sport2000,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.sportalm_gerlos,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1
at.generalsolutions.contwise.maps.sportalm_pitztal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
at.generalsolutions.contwise.maps.sporthotel_exclusive,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1
